"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17483","should successfully log in with valid credentials","chromium","Mon Sep 08 16:38:44 IST 2025","passed","Mon Sep 08 16:39:02 IST 2025","OrangeHRM Login Scenarios","login.test.js","",""
